iteration,chain,pA,pB,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1529,1,0.023677770168826565,0.09737365078342718,-14.952124867223425,3.0,1.0,0.9990096384486263,-14.952124867223425,16.390896226689993,-1.096904189451493,-1.096904189451493,2.0,0.0,1.1011718230836205,1.1011718230836205
1530,1,0.012206893287330697,0.1262807206459656,-15.2289514577859,3.0,1.0,0.9267495976360965,-15.2289514577859,15.675153142119084,0.1614065077099358,0.1614065077099358,2.0,0.0,1.1011718230836205,1.1011718230836205
1531,1,0.02836941675049386,0.10414736155870204,-14.339529651007373,3.0,1.0,1.0,-14.339529651007373,15.066009024353816,-0.24384510089333133,-0.33240796444968446,2.0,0.0,1.1011718230836205,1.1011718230836205
1532,1,0.02836941675049386,0.10414736155870204,-14.339529651007373,3.0,1.0,0.8281059083650714,-14.339529651007373,14.951280198866035,0.0,0.3071295557997047,1.0,0.0,1.1011718230836205,1.1011718230836205
1533,1,0.009221511921228049,0.1093947909657767,-14.36978402335673,3.0,1.0,0.794462535826781,-14.36978402335673,15.103471254525573,0.1655061081484117,0.29070424233479564,1.0,0.0,1.1011718230836205,1.1011718230836205
1534,1,0.030225691949922,0.11326453222603133,-14.212165356797367,3.0,1.0,1.0,-14.212165356797367,14.460132204053489,-0.06320514065525096,-0.06320514065525096,2.0,0.0,1.1011718230836205,1.1011718230836205
1535,1,0.01186597563233881,0.10632767820829953,-14.222321626125645,3.0,1.0,0.9820720169753182,-14.222321626125645,14.501283091657468,0.008327003294063218,0.027451767759885115,2.0,0.0,1.1011718230836205,1.1011718230836205
1536,1,0.0024113646362330173,0.1098028899703982,-16.441865889188747,3.0,1.0,0.4048886423234446,-16.441865889188747,17.44668517321473,0.3886729525351065,1.5851429860480586,2.0,0.0,1.1011718230836205,1.1011718230836205
1537,1,0.0024113646362330173,0.1098028899703982,-16.441865889188747,3.0,1.0,0.4554431023861097,-16.441865889188747,19.711340363867127,0.0,2.0276279541818987,1.0,0.0,1.1011718230836205,1.1011718230836205
1538,1,0.0016886504350742074,0.1155782107101003,-17.221240669717954,1.0,1.0,0.9478116427585261,-17.221240669717954,17.30011917625805,0.05359948554168881,0.05359948554168881,1.0,0.0,1.1011718230836205,1.1011718230836205
1539,1,0.02185852694732229,0.10797108354620073,-13.97461469772971,3.0,1.0,0.8137304134315692,-13.97461469772971,18.147213845202682,-0.8812046149791186,-0.8812046149791186,2.0,0.0,1.1011718230836205,1.1011718230836205
1540,1,0.006316562671140558,0.11291287842113165,-14.86126201705957,3.0,1.0,0.6935731154751549,-14.86126201705957,15.510269486799618,0.3491805610893586,0.4320504478106546,2.0,0.0,1.1011718230836205,1.1011718230836205
1541,1,0.05866027854061912,0.12889900161779957,-17.530877804046053,3.0,1.0,0.42503389098676214,-17.530877804046053,19.122329638141377,1.0932532906798258,1.0932532906798258,2.0,0.0,1.1011718230836205,1.1011718230836205
1542,1,0.008720035864602509,0.11748995023175121,-14.644098969996513,3.0,1.0,0.8095064606597896,-14.644098969996513,17.737446273076813,-0.1512233579031843,0.4457521713802848,1.0,0.0,1.1011718230836205,1.1011718230836205
1543,1,0.01569992655814,0.10501312301012461,-14.125428413631754,3.0,1.0,0.9597322105161923,-14.125428413631754,14.922579103157059,-0.11288884337603733,-0.17066685850044117,1.0,0.0,1.1011718230836205,1.1011718230836205
1544,1,0.02803303567141907,0.1239550080003252,-14.922190748867877,3.0,1.0,0.8296953852319663,-14.922190748867877,15.194680102556108,0.13292364162245462,0.29341085949911694,2.0,0.0,1.1011718230836205,1.1011718230836205
1545,1,0.02803303567141907,0.1239550080003252,-14.922190748867877,1.0,1.0,0.3204115260723739,-14.922190748867877,17.435960669302332,0.0,1.1381490904263245,1.0,0.0,1.1011718230836205,1.1011718230836205
1546,1,0.008919525259128237,0.1271899307935323,-15.660365621259022,3.0,1.0,0.6039411933141446,-15.660365621259022,16.418748865612695,0.38293281188459005,0.6545312839433421,2.0,0.0,1.1011718230836205,1.1011718230836205
1547,1,0.027626054260466226,0.09745817762533443,-15.053027211827239,3.0,1.0,0.8557283982654185,-15.053027211827239,17.370772558788673,-0.20661476720200866,0.5670694063681907,2.0,0.0,1.1011718230836205,1.1011718230836205
1548,1,0.023208506152071123,0.09947625165817253,-14.648879107360997,1.0,1.0,1.0,-14.648879107360997,15.066460173157813,-0.12096892421544325,-0.12096892421544325,1.0,0.0,1.1011718230836205,1.1011718230836205
1549,1,0.0038995980605241965,0.12419374512279059,-16.444893593438742,3.0,1.0,0.5721266293147971,-16.444893593438742,17.295406210035875,0.6477720525747266,0.6477720525747266,2.0,0.0,1.1011718230836205,1.1011718230836205
1550,1,0.0016961255198652977,0.1242111699161987,-17.956712037021333,3.0,1.0,0.6481281044352689,-17.956712037021333,18.272200479118716,0.07954190291487251,3.8706414968638114,1.0,0.0,1.1011718230836205,1.1011718230836205
1551,1,0.08996297759485605,0.10128845209985872,-19.239635594384307,3.0,1.0,0.8754125628741862,-19.239635594384307,19.521556410362376,0.46802528566243495,-0.6168292915448284,2.0,0.0,1.1011718230836205,1.1011718230836205
1552,1,0.017911087165900202,0.10356338619736966,-14.192563823784187,1.0,1.0,1.0,-14.192563823784187,16.66419141581222,-2.9608872811054674,-2.9608872811054674,1.0,0.0,1.1011718230836205,1.1011718230836205
1553,1,0.005717886216140313,0.1117098102716635,-14.986799502444859,3.0,1.0,0.7728339979808517,-14.986799502444859,15.689669178534304,0.22591024030266915,0.3615706892309003,2.0,0.0,1.1011718230836205,1.1011718230836205
1554,1,0.016235004219441213,0.11931848090124238,-14.294543389416962,3.0,1.0,0.9471006903349104,-14.294543389416962,15.468302304345501,-0.13641270232140634,0.172804502756307,2.0,0.0,1.1011718230836205,1.1011718230836205
1555,1,0.01331432896937016,0.12113644198635254,-14.553568154441257,1.0,1.0,0.9295126787772936,-14.553568154441257,14.631400072082853,0.07309483148624096,0.07309483148624096,1.0,0.0,1.1011718230836205,1.1011718230836205
1556,1,0.003436121928025556,0.10768595760807845,-15.853731524734371,3.0,1.0,0.7674307464119754,-15.853731524734371,16.354276349133833,0.17283795147183412,0.4037093632744835,2.0,0.0,1.1011718230836205,1.1011718230836205
1557,1,0.01585000265345253,0.13225602559703495,-16.062188760934433,3.0,1.0,0.6176959345163355,-16.062188760934433,18.472488709752557,0.17392978568296158,0.7136271040633204,2.0,0.0,1.1011718230836205,1.1011718230836205
1558,1,0.011806300191891451,0.11598094552666258,-14.257214863515436,3.0,1.0,1.0,-14.257214863515436,15.671973411803643,-0.5586386419694715,-0.5586386419694715,2.0,0.0,1.1011718230836205,1.1011718230836205
1559,1,0.026006877784601014,0.09409346212799942,-15.5846228737649,3.0,1.0,0.7031323734363687,-15.5846228737649,16.553708351601443,-0.3500977451985854,0.7309340162227613,2.0,0.0,1.1011718230836205,1.1011718230836205
1560,1,0.026006877784601014,0.09409346212799942,-15.5846228737649,1.0,1.0,0.596129481897889,-15.5846228737649,17.411086642266813,0.0,0.5172973840059534,1.0,0.0,1.1011718230836205,1.1011718230836205
1561,1,0.004912164476271553,0.1142348092475783,-15.273562315290041,3.0,1.0,0.828520393765932,-15.273562315290041,16.562966570363557,-0.0500620672036689,0.39845126242249407,2.0,0.0,1.1011718230836205,1.1011718230836205
1562,1,0.000955411669968364,0.0969706049672275,-19.271348213094328,3.0,1.0,0.7364071423766566,-19.271348213094328,19.50919049633449,0.4621877329752202,0.4621877329752202,2.0,0.0,1.1011718230836205,1.1011718230836205
1563,1,0.024883362792023328,0.12787229904225833,-15.362573646951816,3.0,1.0,0.9480347488725241,-15.362573646951816,18.082253714475073,-3.8113204542514794,-3.8113204542514794,2.0,0.0,1.1011718230836205,1.1011718230836205
1564,1,0.01460350005909655,0.09515501457667445,-15.338846219135451,3.0,1.0,1.0,-15.338846219135451,15.487486756944747,-0.011128997987482236,-0.28422285487842025,2.0,0.0,1.1011718230836205,1.1011718230836205
1565,1,0.01835669430728665,0.10453766623449225,-14.119510682243153,3.0,1.0,1.0,-14.119510682243153,15.033948496160615,-0.3207446272001384,-0.3207446272001384,1.0,0.0,1.1011718230836205,1.1011718230836205
1566,1,0.014914161730757857,0.1155130272881867,-14.083925819028185,3.0,1.0,1.0,-14.083925819028185,14.187022905073944,-0.008292488641131968,-0.02583724821446154,2.0,0.0,1.1011718230836205,1.1011718230836205
1567,1,0.02673845432031033,0.11880784279188296,-14.365663072830053,3.0,1.0,0.8534184053663235,-14.365663072830053,15.048169250028355,0.08097942846905326,0.3328428103031218,2.0,0.0,1.1011718230836205,1.1011718230836205
1568,1,0.003484601072991148,0.1107833409516009,-15.780115341537408,3.0,1.0,0.1349191508527288,-15.780115341537408,18.05589512004198,0.9077091453267911,15.742199101992682,2.0,0.0,1.1011718230836205,1.1011718230836205
1569,1,0.025528172466923994,0.12593725573766473,-15.098122650524752,3.0,1.0,0.33456834365790905,-15.098122650524752,17.959620779534113,-0.6266280436964919,13.85456610322386,2.0,0.0,1.1011718230836205,1.1011718230836205
1570,1,0.07618288578156683,0.10923559108354867,-17.495327009161453,3.0,1.0,0.06279997426148014,-17.495327009161453,18.960533809881827,2.0764680204108323,3.5539213778817924,2.0,0.0,1.1011718230836205,1.1011718230836205
1571,1,0.0030697496394441514,0.10304386068789456,-16.318713682254405,3.0,1.0,1.0,-16.318713682254405,17.218118150006067,-0.7036701845519637,-1.0185806098612815,2.0,0.0,1.1011718230836205,1.1011718230836205
1572,1,0.003944594205213987,0.11394325643694982,-15.619705317927359,3.0,1.0,1.0,-15.619705317927359,16.48121561505987,-0.1057481040002024,-0.258631381650094,2.0,0.0,1.1011718230836205,1.1011718230836205
1573,1,0.006960357645310369,0.1063374109385105,-14.807255908830005,3.0,1.0,0.9953525639341162,-14.807255908830005,16.032355762426477,-0.082048458916951,-0.2945552838642236,2.0,0.0,1.1011718230836205,1.1011718230836205
1574,1,0.01753650660033529,0.12819069060254681,-15.336039488421006,3.0,1.0,0.6591855911125158,-15.336039488421006,16.694870159355666,0.1317311149551621,0.6767488299744926,2.0,0.0,1.1011718230836205,1.1011718230836205
1575,1,0.03906034293945341,0.10614034161442505,-14.743223863352501,3.0,1.0,0.9030477230274373,-14.743223863352501,16.297259767627107,-0.10514341660460502,0.22193886104776794,2.0,0.0,1.1011718230836205,1.1011718230836205
1576,1,0.010185026311857462,0.10970740591762358,-14.262224663184133,3.0,1.0,0.8071141459838819,-14.262224663184133,15.584715012347123,0.2789067500145386,0.2789067500145386,2.0,0.0,1.1011718230836205,1.1011718230836205
1577,1,0.018531128830387746,0.09965355695335637,-14.583373068380379,3.0,1.0,0.862042626543483,-14.583373068380379,14.992826026704249,0.08503228843311739,0.193923174040048,2.0,0.0,1.1011718230836205,1.1011718230836205
1578,1,0.021300856361099497,0.1354887890452801,-16.68634493944277,3.0,1.0,0.5370979343713365,-16.68634493944277,18.54935792003752,0.42554121227443886,1.1132149125809576,1.0,0.0,1.1011718230836205,1.1011718230836205
1579,1,0.003531466274697608,0.09643757317989664,-16.890859164639288,3.0,1.0,0.8113691579997852,-16.890859164639288,18.048770010408916,-0.002315049153086335,0.8344631395952362,2.0,0.0,1.1011718230836205,1.1011718230836205
1580,1,0.03451436417456959,0.10926621919154746,-14.392897046781897,3.0,1.0,0.8665849039107156,-14.392897046781897,16.571145385174937,-0.8808355406512405,-0.8808355406512405,2.0,0.0,1.1011718230836205,1.1011718230836205
1581,1,0.03451436417456959,0.10926621919154746,-14.392897046781897,1.0,1.0,0.1750128601173781,-14.392897046781897,15.61676915743038,0.0,1.7428958213735974,1.0,0.0,1.1011718230836205,1.1011718230836205
1582,1,0.009328347437623506,0.129033202689863,-15.897391920749493,3.0,1.0,0.6509414579294218,-15.897391920749493,16.741088790564845,0.3841303723679488,0.47116044147975344,2.0,0.0,1.1011718230836205,1.1011718230836205
1583,1,0.02730895031853256,0.09064083995064992,-16.386739490309786,3.0,1.0,0.9396556525662927,-16.386739490309786,16.68768867039055,0.11458408508714513,-0.41771699445951427,2.0,0.0,1.1011718230836205,1.1011718230836205
1584,1,0.019872997968730263,0.11686197164381315,-14.097338015407685,3.0,1.0,0.8725299663326135,-14.097338015407685,16.900180180589494,-0.7222995007965665,-0.7222995007965665,1.0,0.0,1.1011718230836205,1.1011718230836205
1585,1,0.018560458160353458,0.10643067843894041,-14.01226913924009,3.0,1.0,0.9569899548126176,-14.01226913924009,14.411554929522644,-0.015948375345372412,0.12918187327537467,2.0,0.0,1.1011718230836205,1.1011718230836205
1586,1,0.017711149371356344,0.10498809227191071,-14.094742413418112,3.0,1.0,0.9417252603983028,-14.094742413418112,14.434317175705296,0.023630295914397692,0.1452414258089565,2.0,0.0,1.1011718230836205,1.1011718230836205
1587,1,0.005344162381861984,0.10603893185666309,-15.200965455357156,3.0,1.0,0.6071399957423144,-15.200965455357156,15.745992270725907,0.3124053705640151,1.0026680288717138,2.0,0.0,1.1011718230836205,1.1011718230836205
1588,1,0.02741562752056372,0.10014347717185144,-14.6835803356886,3.0,1.0,0.38721345762475723,-14.6835803356886,16.28214971924151,-0.49472259342217484,3.5174777202936305,2.0,0.0,1.1011718230836205,1.1011718230836205
1589,1,0.02741562752056372,0.10014347717185144,-14.6835803356886,1.0,1.0,1.454639561406005e-5,-14.6835803356886,18.460248202304975,0.0,11.138167319155045,1.0,0.0,1.1011718230836205,1.1011718230836205
1590,1,0.011677353417924646,0.12038705184845375,-14.5794361339336,3.0,1.0,1.0,-14.5794361339336,14.7967395728155,-0.031942072331617055,-0.18400440111752303,2.0,0.0,1.1011718230836205,1.1011718230836205
1591,1,0.018410743831484954,0.09642237072757708,-15.050621397798917,3.0,1.0,0.7793217372881661,-15.050621397798917,16.332128381319624,0.18968551841335923,0.5362463230811869,2.0,0.0,1.1011718230836205,1.1011718230836205
1592,1,0.021521092703952423,0.09229788799155665,-15.86034264497901,1.0,1.0,0.8192345440604041,-15.86034264497901,16.01067034854752,0.19938485754345514,0.19938485754345514,1.0,0.0,1.1011718230836205,1.1011718230836205
1593,1,0.022507079106657033,0.08548828645984069,-17.723050186880734,1.0,1.0,0.6463777523932431,-17.723050186880734,17.88841993658484,0.4363711900760272,0.4363711900760272,1.0,0.0,1.1011718230836205,1.1011718230836205
1594,1,0.016817414792801504,0.1426772468938575,-18.390435284703763,3.0,1.0,0.9283090010477478,-18.390435284703763,18.923622385937193,0.2291765756483315,-1.052896743384931,2.0,0.0,1.1011718230836205,1.1011718230836205
1595,1,0.0036222553819178385,0.11375888044736825,-15.758157421152582,3.0,1.0,0.699745218499103,-15.758157421152582,20.010305149138773,-0.840121847698466,1.483705433149897,2.0,0.0,1.1011718230836205,1.1011718230836205
1596,1,0.011768997492487904,0.10640688239045366,-14.225273110248985,3.0,1.0,0.9643075546422469,-14.225273110248985,16.036966354286967,-0.25212791726347916,-1.1106660622707327,1.0,0.0,1.1011718230836205,1.1011718230836205
1597,1,0.010761968219914176,0.11555580615586565,-14.31686610846021,3.0,1.0,1.0,-14.31686610846021,15.049727771302988,-0.06951132227836787,-0.23434630942351475,2.0,0.0,1.1011718230836205,1.1011718230836205
1598,1,0.010761968219914176,0.11555580615586565,-14.31686610846021,1.0,1.0,0.11364678365994016,-14.31686610846021,17.975624119369485,0.0,2.1746600294805276,1.0,0.0,1.1011718230836205,1.1011718230836205
1599,1,0.012702200435156328,0.11651486993181151,-14.230055953606819,1.0,1.0,1.0,-14.230055953606819,14.373373968146865,-0.011844662404099537,-0.011844662404099537,1.0,0.0,1.1011718230836205,1.1011718230836205
1600,1,0.024466319871273484,0.10697899198163423,-14.06049213348425,3.0,1.0,0.9210330573630023,-14.06049213348425,14.784187676130745,-0.04190530154277994,0.22060898101599413,2.0,0.0,1.1011718230836205,1.1011718230836205
1601,1,0.024466319871273484,0.10697899198163423,-14.06049213348425,1.0,1.0,0.42975180963470216,-14.06049213348425,14.876931068001326,0.0,0.8445474238270503,1.0,0.0,1.1011718230836205,1.1011718230836205
1602,1,0.05184318846877786,0.10156004564270353,-15.937431699928233,1.0,1.0,0.4027718995648585,-15.937431699928233,16.013738011622653,0.909384883319877,0.909384883319877,1.0,0.0,1.1011718230836205,1.1011718230836205
1603,1,0.013406866190731089,0.10745204934491957,-14.088573199576745,3.0,1.0,1.0,-14.088573199576745,15.597537476798701,-0.42628756923550704,-0.42628756923550704,1.0,0.0,1.1011718230836205,1.1011718230836205
1604,1,0.022760833206308603,0.12170018849508311,-14.52285788748733,3.0,1.0,0.899278353371404,-14.52285788748733,14.66021661492066,0.11736673789740415,0.13677339948343636,2.0,0.0,1.1011718230836205,1.1011718230836205
1605,1,0.011297572313789367,0.10048803996854733,-14.730109196352876,3.0,1.0,0.9687943477469902,-14.730109196352876,14.810446641899327,0.07697857073038072,-0.10758543384900499,2.0,0.0,1.1011718230836205,1.1011718230836205
1606,1,0.011312010822117165,0.11447256008023314,-14.227094812492957,3.0,1.0,1.0,-14.227094812492957,14.952407265368407,-0.14282486160019658,-0.14282486160019658,2.0,0.0,1.1011718230836205,1.1011718230836205
1607,1,0.03914077270370441,0.11731758806489248,-14.846081081411,3.0,1.0,0.8595854734110461,-14.846081081411,15.443603992821238,0.1355390772275289,0.2100807991399929,2.0,0.0,1.1011718230836205,1.1011718230836205
1608,1,0.007236635120837225,0.10748353239029959,-14.70902959612619,3.0,1.0,1.0,-14.70902959612619,14.912202869403432,-0.03584931482258469,-0.17880305130909768,2.0,0.0,1.1011718230836205,1.1011718230836205
1609,1,0.031478236067952296,0.10946610377440293,-14.244268536293895,3.0,1.0,1.0,-14.244268536293895,14.611809045580882,-0.17343749968991062,-0.17343749968991062,2.0,0.0,1.1011718230836205,1.1011718230836205
1610,1,0.0062141268714985595,0.10089527105674768,-15.38609460284459,3.0,1.0,0.35213061397609896,-15.38609460284459,16.69173449097109,0.73767392118015,2.063493844655927,2.0,0.0,1.1011718230836205,1.1011718230836205
1611,1,0.015265153645608862,0.1014505728033337,-14.428080369178174,3.0,1.0,1.0,-14.428080369178174,15.475558679549245,-0.21824941101268713,-0.21824941101268713,2.0,0.0,1.1011718230836205,1.1011718230836205
1612,1,0.041163083296475424,0.08823062038047301,-17.707471238711097,3.0,1.0,0.5372768739986552,-17.707471238711097,17.805700839233115,0.8253929289453517,0.8253929289453517,1.0,0.0,1.1011718230836205,1.1011718230836205
1613,1,0.005650203821933867,0.1166188309816382,-15.16841450509403,3.0,1.0,0.9123560043745683,-15.16841450509403,17.539376678875605,-0.6600302713259687,-0.6600302713259687,2.0,0.0,1.1011718230836205,1.1011718230836205
1614,1,0.004393894463779708,0.12864808344227602,-16.879657688460803,1.0,1.0,0.6488023887437769,-16.879657688460803,16.92807669676626,0.43262709440013936,0.43262709440013936,1.0,0.0,1.1011718230836205,1.1011718230836205
1615,1,0.009949886339283731,0.09388265696324723,-15.87800912243524,3.0,1.0,1.0,-15.87800912243524,17.31607296467393,-0.14011837114140846,-0.42221106222921634,2.0,0.0,1.1011718230836205,1.1011718230836205
1616,1,0.008552051687552959,0.10045482507654462,-15.019090923626209,1.0,1.0,1.0,-15.019090923626209,15.836566317412188,-0.23406946916837867,-0.23406946916837867,1.0,0.0,1.1011718230836205,1.1011718230836205
1617,1,0.014436974613857692,0.12165508856240848,-14.558252275574434,3.0,1.0,1.0,-14.558252275574434,15.183137211542961,-0.10474595401515607,-0.1422087509958594,2.0,0.0,1.1011718230836205,1.1011718230836205
1618,1,0.0062221583907658504,0.10085023862817138,-15.389183154873798,3.0,1.0,0.87689414564171,-15.389183154873798,15.864121040277503,-0.06973043837475146,0.46095281265582244,2.0,0.0,1.1011718230836205,1.1011718230836205
1619,1,0.034777749748898475,0.13106024776184527,-16.290522963595198,3.0,1.0,0.9424353747001124,-16.290522963595198,16.633301595902005,0.18958049029878765,-0.2559895776941268,2.0,0.0,1.1011718230836205,1.1011718230836205
1620,1,0.02084846752981629,0.1325428953307406,-16.09058528151413,3.0,1.0,1.0,-16.09058528151413,16.922081084999505,-0.09794243030000516,-0.6424354243664112,2.0,0.0,1.1011718230836205,1.1011718230836205
1621,1,0.007418232819585618,0.09167540312642494,-16.691871481840636,3.0,1.0,0.9278350195073495,-16.691871481840636,17.519664003009655,0.23791734695515387,0.23791734695515387,2.0,0.0,1.1011718230836205,1.1011718230836205
1622,1,0.00926381786660756,0.12136465496770119,-14.89531367165522,3.0,1.0,0.7457162117646213,-14.89531367165522,17.946412479887886,-0.5918109143508161,-0.5918109143508161,2.0,0.0,1.1011718230836205,1.1011718230836205
1623,1,0.02741963203872989,0.10504977242454236,-14.245850269011626,3.0,1.0,1.0,-14.245850269011626,14.698222911608998,-0.20165756119995493,-0.20165756119995493,2.0,0.0,1.1011718230836205,1.1011718230836205
1624,1,0.08219061549683514,0.10284916360954133,-18.362260718971292,1.0,1.0,0.049829903495990695,-18.362260718971292,19.09487572030888,2.9991400033555458,2.9991400033555458,1.0,0.0,1.1011718230836205,1.1011718230836205
1625,1,0.00844078003170287,0.11749705682182546,-14.682491587385107,3.0,1.0,0.9277314422283441,-14.682491587385107,18.57578395936153,-0.3239831752549236,-1.6566440610767188,2.0,0.0,1.1011718230836205,1.1011718230836205
